property_id,title,location,district,region,latitude,longitude,price,property_type,bedrooms,bathrooms,area_size,listing_type,year_built,furnished,dist_to_beach
PROP1152,Spacious 3 Bedroom Condo in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.235616130211973,57.46196772114654,170000,condo,3,3,80,rent,2020.0,False,7.082600285338266
PROP1153,Luxurious 2 Bedroom House in Mahebourg,Mahebourg,Grand Port,East,-20.4044885403569,57.69439432588321,280000,house,2,1,174,rent,1987.0,False,4.899592633783485
PROP1154,Cozy 3 Bedroom Condo in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.239487580527435,57.472464772061635,240000,condo,3,1,118,rent,2017.0,True,12.86117231702658
PROP1155,Cozy 2 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31651858909295,57.51742892286408,360000,house,2,2,196,rent,1984.0,True,11.540113206428366
PROP1156,Modern 3 Bedroom Condo in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.218682348376838,57.78603759613596,495000,condo,3,3,187,rent,2004.0,False,1.4494409499302319
PROP1157,Beautiful 4 Bedroom Apartment in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.225934002279796,57.796144646771445,110000,apartment,4,4,53,sale,1999.0,False,3.1522363228785344
PROP1158,Charming 3 Bedroom Condo in Vacoas,Vacoas,Plaines Wilhems,Central,-20.304206488231753,57.479757763318226,385000,condo,3,2,188,rent,2012.0,True,10.852364234552827
PROP1159,Spacious 1 Bedroom Condo in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.23402731147427,57.46087765646427,175000,condo,1,1,82,rent,2010.0,False,14.020408600029029
PROP1160,Elegant 4 Bedroom Villa in Belle Mare,Belle Mare,Flacq,East,-20.197553738137533,57.78795150449187,775000,villa,4,1,248,rent,2001.0,False,4.8021225709547535
PROP1161,Beautiful 1 Bedroom Villa in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31870538543591,57.50767818143726,410000,villa,1,2,156,sale,2024.0,True,6.301306736071867
PROP1162,Luxurious 3 Bedroom Condo in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.02000618363109,57.57807790201973,530000,condo,3,4,150,sale,2014.0,False,1.5805219172559068
PROP1163,Elegant 2 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.325012897511638,57.51563269769538,450000,house,2,3,270,rent,2005.0,False,6.85320384627229
PROP1164,Luxurious 5 Bedroom Apartment in Mahebourg,Mahebourg,Grand Port,East,-20.41447461975147,57.70963312645464,235000,apartment,5,1,135,sale,2009.0,False,1.1089167401256903
PROP1165,Luxurious 1 Bedroom House in Belle Mare,Belle Mare,Flacq,East,-20.205776724389487,57.78797944798459,505000,house,1,2,230,rent,2016.0,True,2.086692418732573
PROP1166,Modern 3 Bedroom House in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.024334879974475,57.58161611347434,265000,house,3,3,101,rent,1995.0,True,3.2304593741098255
PROP1167,664 sqm Land in Belle Mare,Belle Mare,Flacq,East,-20.193889651556557,57.78959076343758,635000,land,0,0,664,sale,,False,4.364967785136028
PROP1168,733 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21747970319353,57.45862973054725,590000,land,0,0,733,rent,,False,14.554931397558425
PROP1169,Elegant 2 Bedroom House in Souillac,Souillac,Savanne,South,-20.522937183406267,57.51838171277263,225000,house,2,2,184,sale,1992.0,False,9.066152948576585
PROP1170,Elegant 4 Bedroom Villa in Curepipe,Curepipe,Plaines Wilhems,Central,-20.3201868078114,57.522383680341214,850000,villa,4,5,360,rent,2017.0,True,8.16129226837953
PROP1171,Cozy 3 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.262282102137917,57.48156424798608,385000,house,3,3,262,rent,2000.0,False,14.240964172345986
PROP1172,Luxurious 3 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.16378524007659,57.50808076200984,345000,condo,3,4,145,rent,2024.0,True,4.829378469033308
PROP1173,396 sqm Land in Vacoas,Vacoas,Plaines Wilhems,Central,-20.307141700658793,57.483867119315626,235000,land,0,0,396,rent,,False,7.030958190229559
PROP1174,Luxurious 3 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.267007453428178,57.48372887049958,355000,house,3,1,215,rent,2009.0,False,6.453815050665149
PROP1175,Luxurious 5 Bedroom Villa in Flic en Flac,Flic en Flac,Black River,West,-20.26923361702685,57.357095068302755,915000,villa,5,4,210,rent,1999.0,True,4.7425698704301675
PROP1176,Cozy 2 Bedroom Villa in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.02700089040922,57.592133542113615,1440000,villa,2,2,308,sale,2020.0,True,1.0412785065765173
PROP1177,Modern 4 Bedroom Apartment in Blue Bay,Blue Bay,Grand Port,East,-20.438202016445175,57.70545592435982,180000,apartment,4,4,66,sale,1985.0,False,4.6919325372404685
PROP1178,Luxurious 1 Bedroom Apartment in Belle Mare,Belle Mare,Flacq,East,-20.19375159051473,57.77537505567393,125000,apartment,1,2,59,sale,2004.0,False,2.975362531266877
PROP1179,Cozy 3 Bedroom Condo in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31282016504852,57.51079140178555,220000,condo,3,2,112,sale,2018.0,True,12.405358090764047
PROP1180,Elegant 1 Bedroom Condo in Flic en Flac,Flic en Flac,Black River,West,-20.27103466533498,57.365021725526226,485000,condo,1,2,180,rent,2014.0,True,4.029094925349458
PROP1181,Luxurious 2 Bedroom Apartment in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.031245863278976,57.54111856239703,225000,apartment,2,2,75,rent,1986.0,False,3.398612027706388
PROP1182,Elegant 4 Bedroom Apartment in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.017135371974167,57.59068752581168,420000,apartment,4,1,148,rent,1994.0,True,1.3239214631331961
PROP1183,704 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22228131037549,57.46337259888579,460000,land,0,0,704,rent,,False,12.797509887635142
PROP1184,Cozy 2 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.29878058900484,57.48479599861917,160000,apartment,2,3,109,sale,1983.0,True,6.918839606522342
PROP1185,Charming 2 Bedroom Villa in Flic en Flac,Flic en Flac,Black River,West,-20.26558127283735,57.35706684722695,1180000,villa,2,2,318,sale,1998.0,False,2.508464866453107
PROP1186,Spacious 4 Bedroom Villa in Flic en Flac,Flic en Flac,Black River,West,-20.272032795956243,57.354691530498,610000,villa,4,2,155,sale,1991.0,True,3.597243746103713
PROP1187,Modern 1 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.448611071269486,57.71110490431384,1185000,villa,1,1,291,sale,2005.0,True,1.0261729997016946
PROP1188,Beautiful 3 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.27673809396282,57.366916858783696,335000,house,3,2,133,sale,1982.0,True,4.625885754967982
PROP1189,Modern 2 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.221545128534437,57.4542455388333,795000,villa,2,1,333,rent,1988.0,True,8.77316177243231
PROP1190,950 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.2174268671651,57.79077240050094,720000,land,0,0,950,rent,,False,4.721743728878723
PROP1191,Luxurious 1 Bedroom House in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.023674065418515,57.58347040561574,445000,house,1,1,191,rent,2001.0,False,4.186780297909236
PROP1192,Charming 5 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.518477495671785,57.51926916704155,275000,condo,5,1,183,rent,2009.0,False,14.814086681652489
PROP1193,Charming 4 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.214146810158745,57.45472312168726,1130000,villa,4,1,393,sale,1998.0,True,11.791036662320668
PROP1194,Modern 1 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.430305950136493,57.708427146119185,920000,villa,1,2,223,sale,2013.0,False,2.8499518776383383
PROP1195,878 sqm Land in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.272905590313503,57.46957466450227,575000,land,0,0,878,rent,,False,7.453695678917582
PROP1196,Elegant 4 Bedroom Condo in Mahebourg,Mahebourg,Grand Port,East,-20.410053555744952,57.69946010101938,205000,condo,4,2,113,sale,2001.0,True,1.4380171591848598
PROP1197,286 sqm Land in Mahebourg,Mahebourg,Grand Port,East,-20.405424451593937,57.69964489273857,190000,land,0,0,286,sale,,False,3.6493747298368464
PROP1198,Charming 5 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.218103949175912,57.45824305978876,260000,apartment,5,3,137,rent,1992.0,True,5.1447333409061144
PROP1199,Cozy 3 Bedroom Apartment in Belle Mare,Belle Mare,Flacq,East,-20.18781290476617,57.782472557072516,165000,apartment,3,2,69,rent,1988.0,True,2.276397058103628
PROP1200,Elegant 3 Bedroom House in Belle Mare,Belle Mare,Flacq,East,-20.197556929375352,57.7843315962187,420000,house,3,3,212,rent,1997.0,False,2.507468260164768
PROP1201,Spacious 1 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.29762573372522,57.47622403207448,140000,apartment,1,2,93,sale,2001.0,False,8.039888152871768
PROP1202,Elegant 4 Bedroom Villa in Mahebourg,Mahebourg,Grand Port,East,-20.398953757693874,57.6959636869356,660000,villa,4,1,266,rent,2010.0,True,3.2175392749020166
PROP1203,Cozy 1 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.532858491338533,57.52047324416378,170000,condo,1,1,119,sale,1986.0,True,13.178362508283218
PROP1204,Modern 4 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.310733919329543,57.5176701312785,245000,apartment,4,1,139,rent,2022.0,True,5.407361476034399
PROP1205,Beautiful 5 Bedroom Villa in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.242017375720785,57.47121766981299,1000000,villa,5,3,376,sale,2002.0,False,7.733900947047041
PROP1206,Cozy 1 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.225859880206677,57.46453278052889,95000,apartment,1,1,59,sale,2011.0,True,6.122778439020685
PROP1207,Modern 4 Bedroom Apartment in Blue Bay,Blue Bay,Grand Port,East,-20.434978568203217,57.70856946766487,280000,apartment,4,5,101,sale,1994.0,False,4.5188333309031865
PROP1208,Elegant 3 Bedroom Apartment in Port Louis,Port Louis,Port Louis,North,-20.16832744978962,57.50778583284169,180000,apartment,3,2,78,sale,1987.0,False,4.527310785422668
PROP1209,Cozy 4 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.314158003258548,57.51832675549076,215000,apartment,4,3,106,sale,1987.0,False,11.828807807252517
PROP1210,343 sqm Land in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.24251145078235,57.4719770114907,245000,land,0,0,343,sale,,False,8.906516954043475
PROP1211,Luxurious 3 Bedroom House in Souillac,Souillac,Savanne,South,-20.525696249668055,57.52710944084507,255000,house,3,4,186,sale,2023.0,True,11.923955462970728
PROP1212,Modern 4 Bedroom Apartment in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.2229235866413,57.78960105184977,210000,apartment,4,1,96,sale,2012.0,True,2.8188361517325724
PROP1213,Spacious 5 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.528836874331056,57.52371676388283,300000,condo,5,2,187,sale,2005.0,False,5.6986027281005605
PROP1214,Charming 3 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.227210545358805,57.45375427840671,220000,apartment,3,1,109,sale,2014.0,True,8.941075542589216
PROP1215,471 sqm Land in Tamarin,Tamarin,Black River,West,-20.33057179906197,57.36672754640229,490000,land,0,0,471,rent,,False,4.616745487665529
PROP1216,434 sqm Land in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.254398885349538,57.4868047587408,350000,land,0,0,434,rent,,False,11.685533508341216
PROP1217,Beautiful 1 Bedroom Apartment in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.25069420485295,57.47559876582993,125000,apartment,1,1,77,sale,2007.0,False,14.850079819976909
PROP1218,553 sqm Land in Mahebourg,Mahebourg,Grand Port,East,-20.413716305574678,57.69374813014493,390000,land,0,0,553,rent,,False,2.6568756696933953
PROP1219,347 sqm Land in Tamarin,Tamarin,Black River,West,-20.32968904804342,57.37415486476457,415000,land,0,0,347,sale,,False,2.13227471616994
PROP1220,306 sqm Land in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.017758528247718,57.59118443990588,335000,land,0,0,306,rent,,False,3.982747126421399
PROP1221,Charming 4 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.164070507308296,57.49588535109548,420000,condo,4,1,195,rent,1993.0,False,4.254771951556107
PROP1222,Cozy 4 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.224108851099352,57.462442837248,205000,apartment,4,5,111,sale,2024.0,True,12.835781753735036
PROP1223,Elegant 5 Bedroom Villa in Flic en Flac,Flic en Flac,Black River,West,-20.264220788735326,57.36571896270619,1155000,villa,5,5,277,sale,2001.0,False,2.3721106144665964
PROP1224,616 sqm Land in Tamarin,Tamarin,Black River,West,-20.333545807343324,57.36723638626891,595000,land,0,0,616,sale,,False,4.589230447767886
PROP1225,Luxurious 3 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.272992887675898,57.3717452637175,400000,house,3,3,146,rent,1985.0,True,4.27620379665763
PROP1226,Cozy 2 Bedroom Villa in Mahebourg,Mahebourg,Grand Port,East,-20.41353335793258,57.70561168950301,530000,villa,2,3,221,sale,2008.0,False,4.978709848380065
PROP1227,Elegant 3 Bedroom Condo in Curepipe,Curepipe,Plaines Wilhems,Central,-20.309427452950512,57.50749343544599,305000,condo,3,1,154,rent,2024.0,False,9.429965717187692
PROP1228,Cozy 1 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.23029173617157,57.7871256438109,800000,villa,1,2,276,sale,1991.0,True,2.1309386347603874
PROP1229,Cozy 3 Bedroom Condo in Curepipe,Curepipe,Plaines Wilhems,Central,-20.319105709080524,57.52327339861363,185000,condo,3,2,107,sale,2002.0,True,10.325605466636365
PROP1230,Charming 4 Bedroom Apartment in Tamarin,Tamarin,Black River,West,-20.321722683767018,57.36619957423422,395000,apartment,4,1,140,sale,2011.0,True,1.4794234715139365
PROP1231,Spacious 4 Bedroom Condo in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.264842348248386,57.480632816248345,295000,condo,4,3,141,rent,2001.0,True,5.626731950271592
PROP1232,Luxurious 1 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.316632685550392,57.522585436387935,395000,house,1,2,237,rent,1997.0,True,7.210522934896504
PROP1233,Modern 2 Bedroom Villa in Port Louis,Port Louis,Port Louis,North,-20.168271538688973,57.500035817742116,720000,villa,2,2,206,sale,1984.0,False,4.382472516590436
PROP1234,Beautiful 5 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.219251218029253,57.779601325997334,665000,villa,5,6,205,sale,2011.0,True,1.7129378578602514
PROP1235,Beautiful 3 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.270715768847413,57.36393720395948,750000,house,3,1,287,sale,2007.0,True,2.960326236079464
PROP1236,461 sqm Land in Flic en Flac,Flic en Flac,Black River,West,-20.269670850176116,57.360841789493165,440000,land,0,0,461,rent,,False,4.688405519626309
PROP1237,Charming 5 Bedroom Villa in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.251267722218795,57.477506756572396,1190000,villa,5,3,395,rent,2011.0,False,10.515869041765939
PROP1238,Elegant 3 Bedroom Villa in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.272463075561767,57.481611388740795,515000,villa,3,4,158,sale,1997.0,False,12.854934560584006
PROP1239,489 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.218662168360005,57.4523100560282,330000,land,0,0,489,rent,,False,7.305366503181425
PROP1240,Modern 1 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.273044479344524,57.47289379334991,235000,house,1,1,152,sale,2012.0,False,9.07264436277325
PROP1241,Beautiful 1 Bedroom House in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.03976155414336,57.54210500166846,650000,house,1,1,251,sale,2003.0,False,4.699351852515475
PROP1242,784 sqm Land in Belle Mare,Belle Mare,Flacq,East,-20.193104049447793,57.78961835686829,755000,land,0,0,784,rent,,False,2.7582937549082347
PROP1243,Charming 4 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.228621362331232,57.47081239570571,230000,house,4,3,133,rent,1996.0,False,5.6671548927693
PROP1244,Modern 5 Bedroom Apartment in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.030446533969645,57.543237496674095,230000,apartment,5,4,79,rent,1985.0,True,4.096093281163132
PROP1245,374 sqm Land in Tamarin,Tamarin,Black River,West,-20.327875684983347,57.37081736209065,430000,land,0,0,374,sale,,False,3.4681353676551363
PROP1246,632 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21829844040515,57.47104578469473,470000,land,0,0,632,sale,,False,8.28146193450478
PROP1247,Spacious 4 Bedroom Condo in Tamarin,Tamarin,Black River,West,-20.317815593531677,57.37049467370901,365000,condo,4,5,113,sale,2004.0,True,2.4583379389418423
PROP1248,935 sqm Land in Vacoas,Vacoas,Plaines Wilhems,Central,-20.30733346030612,57.480550116516234,720000,land,0,0,935,rent,,False,12.271351717337224
PROP1249,Modern 5 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.293664336949785,57.486190083696265,1065000,villa,5,5,396,rent,2019.0,False,8.780292215721165
PROP1250,Elegant 5 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.220943317987953,57.45773902554594,110000,apartment,5,4,61,sale,2015.0,False,14.38655832083657
PROP1251,Cozy 4 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.288961414058793,57.48565928974189,850000,villa,4,2,324,rent,2021.0,True,6.555318837793536
PROP1252,467 sqm Land in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.032909447127324,57.55426886442392,550000,land,0,0,467,sale,,False,3.660720442833549
PROP1253,Cozy 2 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22798800878547,57.46203774575798,180000,house,2,2,106,rent,2000.0,False,7.025996785016767
PROP1254,Beautiful 1 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.263269043000943,57.476105757771734,565000,house,1,1,292,sale,2003.0,True,14.288003406026716
PROP1255,Elegant 2 Bedroom Condo in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.24487629573518,57.47592674682284,195000,condo,2,1,88,sale,1987.0,False,14.115788927978823
PROP1256,Elegant 1 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.2160330687827,57.459274882779866,200000,apartment,1,2,114,rent,2004.0,False,14.717969009010085
PROP1257,Charming 5 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.225584367285073,57.780589622654354,1240000,villa,5,5,353,rent,1998.0,False,2.2035431242824886
PROP1258,Modern 5 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31856588004028,57.50769351958588,90000,apartment,5,5,57,rent,2024.0,False,14.705936214765341
PROP1259,Spacious 5 Bedroom Villa in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.023586318126238,57.58200815739813,670000,villa,5,3,153,sale,2014.0,False,2.2936614917048788
PROP1260,Luxurious 5 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.157803321128437,57.500063530375996,385000,condo,5,4,159,rent,2018.0,False,4.153039004359879
PROP1261,Elegant 1 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22351269534255,57.457366994247614,625000,villa,1,1,241,rent,1982.0,True,13.00410958203684
PROP1262,Spacious 5 Bedroom Condo in Belle Mare,Belle Mare,Flacq,East,-20.189166319470395,57.770375027281624,545000,condo,5,1,190,rent,2016.0,True,4.793804193533308
PROP1263,250 sqm Land in Mahebourg,Mahebourg,Grand Port,East,-20.402437863959648,57.69386406833171,145000,land,0,0,250,rent,,False,1.2720324946839079
PROP1264,Elegant 2 Bedroom Apartment in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.232429686237204,57.47252138428181,175000,apartment,2,3,104,rent,2018.0,True,11.497950312682757
PROP1265,Beautiful 2 Bedroom Apartment in Flic en Flac,Flic en Flac,Black River,West,-20.277575643253996,57.35396230612121,350000,apartment,2,1,144,rent,1988.0,True,4.086108232413734
PROP1266,442 sqm Land in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.259270764879723,57.47726355392879,305000,land,0,0,442,rent,,False,9.234327144389724
PROP1267,Elegant 2 Bedroom Villa in Souillac,Souillac,Savanne,South,-20.52142664283749,57.51781951580351,560000,villa,2,1,286,rent,1999.0,True,9.948454456468252
PROP1268,Spacious 3 Bedroom Condo in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31200574540574,57.50855648292293,245000,condo,3,4,109,sale,1985.0,True,12.754745711057877
PROP1269,Charming 2 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.306348555465387,57.51897257387899,165000,apartment,2,3,108,rent,1995.0,False,14.810014350245854
PROP1270,Elegant 2 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.228633495302955,57.46509727515164,805000,villa,2,1,265,rent,2012.0,False,11.457620022670397
PROP1271,266 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.227776684447534,57.469384346432186,205000,land,0,0,266,rent,,False,10.722740686229088
PROP1272,440 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.229040903791915,57.785555443833054,410000,land,0,0,440,rent,,False,2.9473905949180548
PROP1273,Spacious 4 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.27833637330886,57.369238917284164,605000,house,4,4,214,sale,1996.0,False,1.9827079389423945
PROP1274,Luxurious 3 Bedroom Apartment in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.258066563935042,57.483813441745575,135000,apartment,3,4,76,sale,2009.0,True,8.272462943333684
PROP1275,756 sqm Land in Tamarin,Tamarin,Black River,West,-20.32810445214137,57.377276796991104,720000,land,0,0,756,sale,,False,2.264418382330061
PROP1276,Elegant 3 Bedroom Villa in Flic en Flac,Flic en Flac,Black River,West,-20.27197520831517,57.35477290039019,900000,villa,3,2,188,sale,1986.0,True,2.3025583979471356
PROP1277,Luxurious 5 Bedroom House in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.239616792249635,57.47843331524356,320000,house,5,2,221,rent,2002.0,False,9.748018723141506
PROP1278,Modern 3 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.5138719005077,57.524297849820464,165000,condo,3,3,101,sale,2009.0,False,6.583621175559664
PROP1279,Modern 4 Bedroom House in Port Louis,Port Louis,Port Louis,North,-20.17021030579589,57.505593385173924,250000,house,4,1,117,rent,1992.0,False,3.017534239326661
PROP1280,Luxurious 5 Bedroom House in Blue Bay,Blue Bay,Grand Port,East,-20.43676509280111,57.723085442258046,300000,house,5,2,118,sale,2008.0,True,1.8944587832057591
PROP1281,Modern 4 Bedroom Condo in Belle Mare,Belle Mare,Flacq,East,-20.189111870564815,57.77743394169572,245000,condo,4,5,82,rent,2011.0,True,2.8486693024026555
PROP1282,Spacious 5 Bedroom Condo in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.03264391782297,57.55072700451678,540000,condo,5,6,167,rent,2002.0,True,2.523857925877077
PROP1283,Charming 2 Bedroom Apartment in Flic en Flac,Flic en Flac,Black River,West,-20.26846906738369,57.36748943260641,435000,apartment,2,3,142,rent,2020.0,False,4.642521370978802
PROP1284,Spacious 3 Bedroom Villa in Mahebourg,Mahebourg,Grand Port,East,-20.403660729862562,57.70599544831367,545000,villa,3,1,236,rent,1983.0,True,1.0334513151546592
PROP1285,651 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.229347523019293,57.46047022058705,435000,land,0,0,651,sale,,False,9.780645221184892
PROP1286,Elegant 1 Bedroom Condo in Blue Bay,Blue Bay,Grand Port,East,-20.44859835817238,57.71087338763462,600000,condo,1,1,194,rent,2022.0,True,1.528301428111369
PROP1287,Beautiful 5 Bedroom Condo in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.272844831938382,57.476903252537745,380000,condo,5,1,182,rent,2006.0,False,11.800135152604856
PROP1288,Spacious 5 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.293681008959627,57.48413948588693,960000,villa,5,4,345,rent,2010.0,True,9.564629147387794
PROP1289,Elegant 4 Bedroom Condo in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31250140685443,57.521202777406764,360000,condo,4,2,187,sale,2014.0,True,11.454552470187641
PROP1290,Luxurious 2 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.325505177053948,57.52175320760635,215000,apartment,2,2,124,sale,2018.0,False,9.242613727415618
PROP1291,Beautiful 1 Bedroom Apartment in Mahebourg,Mahebourg,Grand Port,East,-20.409350969106047,57.69340187219759,175000,apartment,1,1,99,sale,2024.0,True,4.393212474361416
PROP1292,Charming 1 Bedroom House in Port Louis,Port Louis,Port Louis,North,-20.167115623029016,57.504426455260074,230000,house,1,1,121,sale,2015.0,True,1.352758346684201
PROP1293,Charming 4 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.26450023134207,57.48588636710036,260000,house,4,5,162,rent,1982.0,False,8.586826276860396
PROP1294,717 sqm Land in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.032875005600577,57.54219375680882,835000,land,0,0,717,rent,,False,1.2910023691823258
PROP1295,Luxurious 1 Bedroom Villa in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.268370715597676,57.47837056777167,950000,villa,1,1,316,sale,1997.0,True,12.641239522914287
PROP1296,Charming 5 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.320360508615114,57.508007152170094,150000,house,5,1,108,sale,2015.0,False,6.891573251674393
PROP1297,Elegant 5 Bedroom Apartment in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.028200247382614,57.54686264383564,175000,apartment,5,4,64,sale,2015.0,True,2.7531734947419313
PROP1298,548 sqm Land in Vacoas,Vacoas,Plaines Wilhems,Central,-20.30201689027303,57.479949641052166,355000,land,0,0,548,sale,,False,6.129263090362405
PROP1299,Luxurious 2 Bedroom House in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.229685514031775,57.78800198562003,495000,house,2,3,236,rent,2005.0,True,4.371366862819661
PROP1300,903 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.217876660710452,57.45193007489441,655000,land,0,0,903,rent,,False,10.683992526756551
PROP1301,Charming 2 Bedroom Apartment in Belle Mare,Belle Mare,Flacq,East,-20.189814699853674,57.77935678301883,370000,apartment,2,1,139,rent,2022.0,False,2.1880592111346178
PROP1302,Charming 1 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.26987977640554,57.48682857611156,450000,house,1,2,244,rent,2005.0,False,8.903825156586311
PROP1303,Beautiful 5 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.228896310602664,57.46736905060431,215000,apartment,5,5,122,rent,1983.0,True,10.534881545142824
