property_id,title,location,district,region,latitude,longitude,price,property_type,bedrooms,bathrooms,area_size,listing_type,year_built,furnished,dist_to_beach,property_type_encoded,listing_type_encoded,location_score,is_beachfront,is_tourist_area,dist_to_city
PROP1247,Spacious 4 Bedroom Condo in Tamarin,Tamarin,Black River,West,-20.31781559353168,57.37049467370901,365000,condo,4,5,113,sale,2004.0,True,2.4583379389418423,3,1,80,0,0,13.463893349226485
PROP1248,935 sqm Land in Vacoas,Vacoas,Plaines Wilhems,Central,-20.30733346030612,57.48055011651624,720000,land,0,0,935,rent,0.0,False,12.271351717337224,4,0,50,0,0,4.120791282479478
PROP1249,Modern 5 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.293664336949785,57.486190083696265,1065000,villa,5,5,396,rent,2019.0,False,8.780292215721165,2,0,50,0,0,3.4070815044255314
PROP1250,Elegant 5 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.220943317987956,57.45773902554594,110000,apartment,5,4,61,sale,2015.0,False,14.38655832083657,0,1,55,0,0,5.315250296476326
PROP1251,Cozy 4 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.288961414058797,57.48565928974189,850000,villa,4,2,324,rent,2021.0,True,6.555318837793536,2,0,50,0,0,2.8862583609074557
PROP1252,467 sqm Land in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.032909447127324,57.55426886442392,550000,land,0,0,467,sale,0.0,False,3.660720442833549,4,1,85,0,1,15.581282310860985
PROP1253,Cozy 2 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22798800878547,57.46203774575798,180000,house,2,2,106,rent,2000.0,False,7.025996785016767,1,0,55,0,0,4.403244552500292
PROP1254,Beautiful 1 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.263269043000943,57.47610575777173,565000,house,1,1,292,sale,2003.0,True,14.288003406026716,1,1,60,0,0,0.3375459054309105
PROP1255,Elegant 2 Bedroom Condo in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.24487629573518,57.47592674682284,195000,condo,2,1,88,sale,1987.0,False,14.115788927978825,3,1,55,0,0,2.1298586713882552
PROP1256,Elegant 1 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.2160330687827,57.459274882779866,200000,apartment,1,2,114,rent,2004.0,False,14.717969009010083,0,0,55,0,0,5.740658794994099
PROP1257,Charming 5 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.225584367285077,57.780589622654354,1240000,villa,5,5,353,rent,1998.0,False,2.203543124282489,2,0,65,0,0,30.981075114586183
PROP1258,Modern 5 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31856588004028,57.50769351958588,90000,apartment,5,5,57,rent,2024.0,False,14.70593621476534,0,0,55,0,0,1.0229044890511114
PROP1259,Spacious 5 Bedroom Villa in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.02358631812624,57.58200815739813,670000,villa,5,3,153,sale,2014.0,False,2.2936614917048788,2,1,90,0,1,17.91116321207907
PROP1260,Luxurious 5 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.15780332112844,57.500063530376,385000,condo,5,4,159,rent,2018.0,False,4.153039004359879,3,0,65,0,0,0.4727164170614884
PROP1261,Elegant 1 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22351269534255,57.457366994247614,625000,villa,1,1,241,rent,1982.0,True,13.00410958203684,2,0,55,0,0,5.0810732924642075
PROP1262,Spacious 5 Bedroom Condo in Belle Mare,Belle Mare,Flacq,East,-20.189166319470395,57.77037502728162,545000,condo,5,1,190,rent,2016.0,True,4.793804193533308,3,0,75,0,1,30.285337032293707
PROP1263,250 sqm Land in Mahebourg,Mahebourg,Grand Port,East,-20.402437863959648,57.69386406833171,145000,land,0,0,250,rent,0.0,False,1.272032494683908,4,0,45,0,0,21.88122791009914
PROP1264,Elegant 2 Bedroom Apartment in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.232429686237204,57.47252138428181,175000,apartment,2,3,104,rent,2018.0,True,11.497950312682756,0,0,55,0,0,3.5578483027536656
PROP1265,Beautiful 2 Bedroom Apartment in Flic en Flac,Flic en Flac,Black River,West,-20.277575643254,57.35396230612121,350000,apartment,2,1,144,rent,1988.0,True,4.086108232413734,0,0,85,0,1,13.974195002774783
PROP1266,442 sqm Land in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.259270764879723,57.47726355392879,305000,land,0,0,442,rent,0.0,False,9.234327144389724,4,0,60,0,0,0.542499426225097
PROP1267,Elegant 2 Bedroom Villa in Souillac,Souillac,Savanne,South,-20.52142664283749,57.51781951580351,560000,villa,2,1,286,rent,1999.0,True,9.948454456468252,2,0,40,0,0,22.780559544040656
PROP1268,Spacious 3 Bedroom Condo in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31200574540574,57.50855648292293,245000,condo,3,4,109,sale,1985.0,True,12.754745711057875,3,1,55,0,0,1.0069232012064546
PROP1269,Charming 2 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.306348555465387,57.51897257387899,165000,apartment,2,3,108,rent,1995.0,False,14.810014350245854,0,0,55,0,0,1.1247760203780117
PROP1270,Elegant 2 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.228633495302955,57.46509727515164,805000,villa,2,1,265,rent,2012.0,False,11.457620022670396,2,0,55,0,0,4.201550668817621
PROP1271,266 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.227776684447534,57.469384346432186,205000,land,0,0,266,rent,0.0,False,10.722740686229088,4,0,55,0,0,4.141465168867375
PROP1272,440 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.229040903791915,57.785555443833054,410000,land,0,0,440,rent,0.0,False,2.9473905949180548,4,0,65,0,0,31.382536481169584
PROP1273,Spacious 4 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.27833637330886,57.36923891728416,605000,house,4,4,214,sale,1996.0,False,1.9827079389423945,1,1,85,0,1,12.300865370515357
PROP1274,Luxurious 3 Bedroom Apartment in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.25806656393504,57.483813441745575,135000,apartment,3,4,76,sale,2009.0,True,8.272462943333684,0,1,60,0,0,0.8238624753713402
PROP1275,756 sqm Land in Tamarin,Tamarin,Black River,West,-20.32810445214137,57.377276796991104,720000,land,0,0,756,sale,0.0,False,2.264418382330061,4,1,80,0,0,13.367565170109941
PROP1276,Elegant 3 Bedroom Villa in Flic en Flac,Flic en Flac,Black River,West,-20.27197520831517,57.35477290039019,900000,villa,3,2,188,sale,1986.0,True,2.302558397947136,2,1,85,0,1,13.830110793317385
PROP1277,Luxurious 5 Bedroom House in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.239616792249635,57.47843331524356,320000,house,5,2,221,rent,2002.0,False,9.748018723141506,1,0,55,0,0,2.6853559134235914
PROP1278,Modern 3 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.5138719005077,57.524297849820464,165000,condo,3,3,101,sale,2009.0,False,6.583621175559664,3,1,40,0,0,21.958212109114346
PROP1279,Modern 4 Bedroom House in Port Louis,Port Louis,Port Louis,North,-20.17021030579589,57.50559338517392,250000,house,4,1,117,rent,1992.0,False,3.017534239326661,1,0,65,0,0,1.1844411934248955
PROP1280,Luxurious 5 Bedroom House in Blue Bay,Blue Bay,Grand Port,East,-20.43676509280111,57.723085442258046,300000,house,5,2,118,sale,2008.0,True,1.8944587832057591,1,1,70,0,1,26.540882110595124
PROP1281,Modern 4 Bedroom Condo in Belle Mare,Belle Mare,Flacq,East,-20.189111870564812,57.77743394169572,245000,condo,4,5,82,rent,2011.0,True,2.8486693024026555,3,0,75,0,1,31.06446455648717
PROP1282,Spacious 5 Bedroom Condo in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.03264391782297,57.55072700451678,540000,condo,5,6,167,rent,2002.0,True,2.523857925877077,3,0,85,0,1,15.457790486128543
PROP1283,Charming 2 Bedroom Apartment in Flic en Flac,Flic en Flac,Black River,West,-20.26846906738369,57.36748943260641,435000,apartment,2,3,142,rent,2020.0,False,4.642521370978802,0,0,85,0,1,12.399608707975625
PROP1284,Spacious 3 Bedroom Villa in Mahebourg,Mahebourg,Grand Port,East,-20.40366072986256,57.70599544831367,545000,villa,3,1,236,rent,1983.0,True,1.0334513151546592,2,0,45,0,0,23.15621096316658
PROP1285,651 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.229347523019293,57.46047022058705,435000,land,0,0,651,sale,0.0,False,9.780645221184892,4,1,55,0,0,4.347519942125078
PROP1286,Elegant 1 Bedroom Condo in Blue Bay,Blue Bay,Grand Port,East,-20.44859835817238,57.71087338763462,600000,condo,1,1,194,rent,2022.0,True,1.528301428111369,3,0,70,0,1,26.0959735583177
PROP1287,Beautiful 5 Bedroom Condo in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.272844831938382,57.47690325253775,380000,condo,5,1,182,rent,2006.0,False,11.800135152604856,3,0,60,0,0,1.0331630772090639
PROP1288,Spacious 5 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.293681008959627,57.48413948588693,960000,villa,5,4,345,rent,2010.0,True,9.564629147387794,2,0,50,0,0,3.3636317279298833
PROP1289,Elegant 4 Bedroom Condo in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31250140685443,57.52120277740677,360000,condo,4,2,187,sale,2014.0,True,11.45455247018764,3,1,55,0,0,0.6554185890407858
PROP1290,Luxurious 2 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.325505177053948,57.52175320760635,215000,apartment,2,2,124,sale,2018.0,False,9.242613727415618,0,1,55,0,0,1.180686649161353
PROP1291,Beautiful 1 Bedroom Apartment in Mahebourg,Mahebourg,Grand Port,East,-20.409350969106047,57.69340187219759,175000,apartment,1,1,99,sale,2024.0,True,4.393212474361416,0,1,45,0,0,22.182234295022003
PROP1292,Charming 1 Bedroom House in Port Louis,Port Louis,Port Louis,North,-20.167115623029016,57.50442645526008,230000,house,1,1,121,sale,2015.0,True,1.352758346684201,1,1,65,0,0,0.8434863000217859
PROP1293,Charming 4 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.26450023134207,57.48588636710036,260000,house,4,5,162,rent,1982.0,False,8.586826276860396,1,0,60,0,0,0.7572860794275149
PROP1294,717 sqm Land in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.032875005600577,57.54219375680882,835000,land,0,0,717,rent,0.0,False,1.2910023691823258,4,0,85,0,1,15.106524419533221
PROP1295,Luxurious 1 Bedroom Villa in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.26837071559768,57.47837056777167,950000,villa,1,1,316,sale,1997.0,True,12.641239522914288,2,1,60,0,0,0.5137694978333294
PROP1296,Charming 5 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.320360508615117,57.508007152170094,150000,house,5,1,108,sale,2015.0,False,6.891573251674393,1,1,55,0,0,1.0597266312980798
PROP1297,Elegant 5 Bedroom Apartment in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.02820024738261,57.54686264383564,175000,apartment,5,4,64,sale,2015.0,True,2.7531734947419317,0,1,85,0,1,15.76670470263484
PROP1298,548 sqm Land in Vacoas,Vacoas,Plaines Wilhems,Central,-20.30201689027303,57.479949641052166,355000,land,0,0,548,sale,0.0,False,6.129263090362405,4,1,50,0,0,4.243123046383568
PROP1299,Luxurious 2 Bedroom House in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.22968551403177,57.78800198562003,495000,house,2,3,236,rent,2005.0,True,4.371366862819661,1,0,65,0,0,31.619182261248532
PROP1300,903 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21787666071045,57.45193007489441,655000,land,0,0,903,rent,0.0,False,10.683992526756551,4,0,55,0,0,5.9228230392136085
PROP1301,Charming 2 Bedroom Apartment in Belle Mare,Belle Mare,Flacq,East,-20.189814699853677,57.77935678301883,370000,apartment,2,1,139,rent,2022.0,False,2.1880592111346178,0,0,75,0,1,31.28452592868939
PROP1302,Charming 1 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.26987977640554,57.48682857611156,450000,house,1,2,244,rent,2005.0,False,8.903825156586311,1,0,60,0,0,1.0915007078171364
PROP1303,Beautiful 5 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.228896310602664,57.46736905060431,215000,apartment,5,5,122,rent,1983.0,True,10.534881545142824,0,0,55,0,0,4.087276701701624
PROP1304,Spacious 4 Bedroom Condo in Blue Bay,Blue Bay,Grand Port,East,-20.44717532647377,57.71370324831555,515000,condo,4,5,194,rent,2003.0,False,4.20945874539154,3,0,70,0,1,26.26838549377043
PROP1305,Charming 2 Bedroom Apartment in Flic en Flac,Flic en Flac,Black River,West,-20.27455342383583,57.35648778884701,380000,apartment,2,1,122,sale,1999.0,True,2.07044651725033,0,1,85,0,1,13.662197470027865
PROP1306,Cozy 4 Bedroom House in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.03956249787813,57.53498411907808,715000,house,4,1,296,sale,2018.0,False,4.811680519730682,1,1,85,0,1,14.15784356506351
PROP1307,Beautiful 5 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.167791451840863,57.507003191752325,435000,condo,5,5,162,sale,1984.0,False,1.3779656784845673,3,1,65,0,0,1.1120567081661623
PROP1308,832 sqm Land in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.014775263613465,57.58484835823935,1010000,land,0,0,832,sale,0.0,False,1.646436875853952,4,1,90,0,1,18.91330831894756
PROP1309,240 sqm Land in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.24927906969652,57.4706461228221,170000,land,0,0,240,sale,0.0,False,14.590418347227835,4,1,55,0,0,1.8650822893524326
PROP1310,Elegant 3 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.27465482383002,57.3721740987738,425000,house,3,3,176,sale,2011.0,True,3.0314075166592453,1,1,85,0,1,11.92977660283922
PROP1311,Charming 5 Bedroom Villa in Port Louis,Port Louis,Port Louis,North,-20.15409458151561,57.50776576331198,1225000,villa,5,1,336,sale,1987.0,False,4.248794593534164,2,1,65,0,0,1.3111459680543782
PROP1312,778 sqm Land in Souillac,Souillac,Savanne,South,-20.53027887970559,57.51735848170962,490000,land,0,0,778,sale,0.0,False,10.121477680605803,4,1,40,0,0,23.76290479208839
PROP1313,Elegant 3 Bedroom House in Souillac,Souillac,Savanne,South,-20.524794884301837,57.522756104719,360000,house,3,4,276,sale,2013.0,True,13.00539772901724,1,1,40,0,0,23.164113231293666
PROP1314,691 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.22932808016629,57.792351168265945,520000,land,0,0,691,sale,0.0,False,1.7677656739594974,4,1,65,0,0,32.09137224281025
PROP1315,Elegant 2 Bedroom Villa in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.02236588908128,57.57313931993287,1660000,villa,2,2,356,rent,2002.0,False,4.353876262148635,2,0,90,0,1,17.54405643992526
PROP1316,Beautiful 3 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.5328442245679,57.52115906581788,340000,condo,3,3,197,rent,2002.0,True,5.3679024516068825,3,0,40,0,0,24.052833067656472
PROP1317,Elegant 5 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.28155343598196,57.36951027252636,475000,house,5,6,170,sale,2002.0,False,2.110677745016501,1,1,85,0,1,12.3230462585359
PROP1318,Elegant 2 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.273308167157925,57.36628389288207,810000,house,2,1,294,rent,2014.0,False,2.553268798107489,1,0,85,0,1,12.5669841433964
PROP1319,Beautiful 3 Bedroom Apartment in Flic en Flac,Flic en Flac,Black River,West,-20.26725775620644,57.35713355294369,220000,apartment,3,3,87,sale,1981.0,False,1.3630077577892732,0,1,85,0,1,13.543715062269474
PROP1320,Beautiful 2 Bedroom House in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.24165498056756,57.476165937380834,205000,house,2,1,123,sale,2005.0,True,8.253683583339987,1,1,55,0,0,2.479578535743999
PROP1321,Spacious 3 Bedroom Apartment in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.01205497602092,57.57557353187549,445000,apartment,3,1,147,rent,1982.0,True,2.971844606968018,0,0,90,0,1,18.683763767636176
PROP1322,Spacious 5 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31553037780038,57.51597112829288,205000,apartment,5,1,116,sale,2017.0,False,10.215476032175726,0,1,55,0,0,0.10196747309247228
PROP1323,Luxurious 2 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.320785032751637,57.51708056330672,105000,apartment,2,2,59,rent,1990.0,False,5.835773817390369,0,0,55,0,0,0.5117264501928027
PROP1324,Spacious 2 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.27159665135986,57.48709234737695,275000,house,2,2,182,sale,2016.0,False,8.974611791819068,1,1,60,0,0,1.2393555817957116
PROP1325,Beautiful 1 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.296751535556822,57.47618624944736,125000,apartment,1,1,79,rent,2009.0,True,11.91216321632485,0,0,50,0,0,3.671892143265122
PROP1326,Spacious 4 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.227406420920456,57.79511390983576,1170000,villa,4,2,366,rent,2016.0,True,4.837309000677122,2,0,65,0,0,32.44814943014876
PROP1327,Luxurious 3 Bedroom House in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.008327487862275,57.57614364772309,375000,house,3,2,128,rent,2010.0,True,4.457477672253346,1,0,90,0,1,19.08138028296816
PROP1328,Spacious 2 Bedroom House in Mahebourg,Mahebourg,Grand Port,East,-20.404506683912217,57.70756848212019,370000,house,2,3,225,sale,2013.0,False,4.672274541212098,1,1,45,0,0,23.35410234159574
PROP1329,Elegant 2 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.307081374803623,57.508797403729744,160000,apartment,2,1,85,rent,1982.0,False,14.45529363154305,0,0,55,0,0,1.3321379752358873
PROP1330,Spacious 3 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.43540376442992,57.71239893156649,780000,villa,3,2,191,sale,2017.0,False,4.618365364908685,2,1,70,0,1,25.44461865187577
PROP1331,Elegant 4 Bedroom Villa in Flic en Flac,Flic en Flac,Black River,West,-20.278710399461477,57.36702528829365,1485000,villa,4,3,333,sale,1996.0,False,4.388830602740576,2,1,85,0,1,12.5499041741422
PROP1332,Modern 3 Bedroom Condo in Mahebourg,Mahebourg,Grand Port,East,-20.407698180332638,57.70188571180759,130000,condo,3,4,86,sale,2007.0,False,3.765332064585616,3,1,45,0,0,22.93774432249457
PROP1333,Luxurious 3 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.15781294664265,57.49998694780202,345000,condo,3,1,165,sale,1981.0,True,1.648228238785132,3,1,65,0,0,0.4694323816235745
PROP1334,Modern 5 Bedroom Apartment in Port Louis,Port Louis,Port Louis,North,-20.157483235455334,57.49487840855621,240000,apartment,5,5,99,rent,2006.0,True,4.572415445671924,0,0,65,0,0,0.6630427471759857
PROP1335,Charming 2 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21555783268248,57.46764905280131,300000,house,2,2,213,sale,1998.0,True,7.146543108592228,1,1,55,0,0,5.50366487983404
PROP1336,Spacious 3 Bedroom Condo in Flic en Flac,Flic en Flac,Black River,West,-20.27071057803284,57.37093235821574,510000,condo,3,3,193,sale,1997.0,True,3.5978425154817746,3,1,85,0,1,12.03108657401943
PROP1337,Luxurious 2 Bedroom Apartment in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.21980696253751,57.79632707781025,375000,apartment,2,2,150,sale,2012.0,False,4.1145918830828805,0,1,65,0,0,32.84153226431263
PROP1338,226 sqm Land in Tamarin,Tamarin,Black River,West,-20.33461841972764,57.379436617857,240000,land,0,0,226,sale,0.0,False,2.0012508090992025,4,1,80,0,0,13.571100915300233
PROP1339,Luxurious 1 Bedroom Condo in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.24233695681502,57.47537061824313,340000,condo,1,2,152,rent,1994.0,True,8.643001168588617,3,0,55,0,0,2.4180949664212985
PROP1340,Charming 1 Bedroom House in Belle Mare,Belle Mare,Flacq,East,-20.1960972819807,57.78039971653275,620000,house,1,2,284,sale,2020.0,True,3.185518457286904,1,1,75,0,1,31.47619163463168
PROP1341,374 sqm Land in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.01415474219399,57.59030793753927,395000,land,0,0,374,sale,0.0,False,4.567519044072069,4,1,90,0,1,19.28465592600008
PROP1342,Cozy 5 Bedroom House in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.245435377062684,57.476268131069496,195000,house,5,4,117,sale,1984.0,False,12.633620419405611,1,1,55,0,0,2.062566556602673
PROP1343,Luxurious 1 Bedroom Condo in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.23521533555397,57.46330834342061,145000,condo,1,2,85,sale,1995.0,True,8.992412803155482,3,1,55,0,0,3.624892687309128
PROP1344,Elegant 3 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.30090871161491,57.4707713782503,125000,apartment,3,1,78,sale,1989.0,False,13.811651362379555,0,1,50,0,0,4.221536522616563
PROP1345,Spacious 2 Bedroom Villa in Tamarin,Tamarin,Black River,West,-20.33195855471286,57.3802151142572,1365000,villa,2,1,395,sale,2023.0,True,4.2948613657416415,2,1,80,0,0,13.331007211123355
PROP1346,Charming 3 Bedroom Condo in Blue Bay,Blue Bay,Grand Port,East,-20.437631757623823,57.71755333012119,300000,condo,3,4,121,sale,2012.0,True,1.254844833136004,3,1,70,0,1,26.062060772632805
PROP1347,Cozy 1 Bedroom Condo in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.229400390265003,57.466402397028176,385000,condo,1,1,200,sale,1998.0,True,12.083864719026463,3,1,55,0,0,4.070178342879123
PROP1348,Beautiful 5 Bedroom House in Blue Bay,Blue Bay,Grand Port,East,-20.44931472363691,57.71770175407068,245000,house,5,5,121,rent,1993.0,False,3.112188898936905,1,0,70,0,1,26.769519337495456
PROP1349,Spacious 3 Bedroom Apartment in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.250050652284468,57.47619843472021,165000,apartment,3,4,99,rent,2014.0,True,10.617001593436534,0,0,55,0,0,1.5597915096979327
PROP1350,Modern 3 Bedroom Villa in Tamarin,Tamarin,Black River,West,-20.316409868683333,57.3790667264868,1385000,villa,3,3,374,sale,2009.0,True,4.891214030003269,2,1,80,0,0,12.545678494026623
PROP1351,Beautiful 2 Bedroom Apartment in Tamarin,Tamarin,Black River,West,-20.329638464302416,57.374885021725085,370000,apartment,2,2,140,sale,1984.0,True,1.0039875110550938,0,1,80,0,0,13.682957473905912
PROP1352,Spacious 3 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.30947620993478,57.51493081846375,205000,house,3,1,150,sale,1982.0,True,5.782393737363839,1,1,55,0,0,0.7689946683653125
PROP1353,Modern 1 Bedroom Villa in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.0217004203708,57.5905591067868,940000,villa,1,1,211,rent,2022.0,True,4.342448270532493,2,0,90,0,1,18.59285254099376
PROP1354,343 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.22575698139543,57.78753870413512,280000,land,0,0,343,sale,0.0,False,2.636445582160337,4,1,65,0,0,31.705556462516427
PROP1355,Modern 2 Bedroom House in Port Louis,Port Louis,Port Louis,North,-20.158316906935426,57.497626114334174,210000,house,2,1,120,sale,2009.0,False,3.3317813454470318,1,1,65,0,0,0.422111569990861
PROP1356,657 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.2190007267577,57.78136560457362,645000,land,0,0,657,sale,0.0,False,2.8219082078528435,4,1,65,0,0,31.306826176407757
PROP1357,Luxurious 2 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.269401889418944,57.36690397647324,260000,house,2,3,114,sale,2009.0,False,2.097885595124159,1,1,85,0,1,12.469272267759333
PROP1358,Luxurious 4 Bedroom Apartment in Blue Bay,Blue Bay,Grand Port,East,-20.43452866596101,57.71380508229977,375000,apartment,4,3,138,sale,1988.0,False,4.091428944442992,0,1,70,0,1,25.527953095552114
PROP1359,Luxurious 1 Bedroom House in Port Louis,Port Louis,Port Louis,North,-20.15226059529782,57.48997858289991,255000,house,1,1,126,sale,1994.0,False,3.1129514958933173,1,1,65,0,0,1.4579071715261656
PROP1360,Luxurious 5 Bedroom Condo in Blue Bay,Blue Bay,Grand Port,East,-20.448768360321104,57.71459564820278,235000,condo,5,2,83,sale,2020.0,False,2.168993228302312,3,1,70,0,1,26.44891426938773
PROP1361,Luxurious 2 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.323423938871787,57.51964454184815,145000,apartment,2,3,77,sale,2009.0,True,5.233873818510183,0,1,55,0,0,0.8701616160888315
PROP1362,Luxurious 5 Bedroom Apartment in Tamarin,Tamarin,Black River,West,-20.32655811058651,57.36503485636874,230000,apartment,5,1,88,rent,1987.0,True,1.746685052302484,0,0,80,0,0,14.451090569541048
PROP1363,Charming 3 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.217763289879677,57.45599044783465,575000,villa,3,3,222,rent,1987.0,True,5.448923167420455,2,0,55,0,0,5.717771595254911
PROP1364,Modern 5 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21789100971579,57.45831539195628,350000,house,5,3,191,sale,2011.0,False,12.75912043107689,1,1,55,0,0,5.593822198034648
PROP1365,237 sqm Land in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.032051959073108,57.54676520986157,305000,land,0,0,237,sale,0.0,False,1.9450447451472568,4,1,85,0,1,15.361209770685972
PROP1366,Modern 1 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31404328475711,57.52449732535524,180000,apartment,1,1,107,sale,1983.0,True,9.79053624920319,0,1,55,0,0,0.9087041179197147
PROP1367,Luxurious 5 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.25742456380797,57.48399453460637,485000,house,5,2,285,rent,1993.0,False,13.66151863197964,1,0,60,0,0,0.8921711272411603
PROP1368,Beautiful 4 Bedroom Villa in Port Louis,Port Louis,Port Louis,North,-20.15203422817031,57.49985773462264,845000,villa,4,3,250,sale,1984.0,False,1.6480502001885735,2,1,65,0,0,1.1002486039766788
PROP1369,Elegant 1 Bedroom Condo in Blue Bay,Blue Bay,Grand Port,East,-20.445696004137037,57.71378346149661,355000,condo,1,1,129,rent,2015.0,True,3.686634679343786,3,0,70,0,1,26.185305265732804
PROP1370,Elegant 1 Bedroom House in Belle Mare,Belle Mare,Flacq,East,-20.205750891935622,57.78048741389883,655000,house,1,2,287,rent,2002.0,False,1.5673488788844012,1,0,75,0,1,31.63293034504568
PROP1371,859 sqm Land in Belle Mare,Belle Mare,Flacq,East,-20.190543442277352,57.77351882712588,780000,land,0,0,859,rent,0.0,False,2.9179012360801493,4,0,75,0,1,30.64805218861559
